"co_seq_procedimento","co_procedimento","co_grupo","co_sub_grupo","co_forma_organizacao","nu_competencia_min","nu_competencia_max","qt_registro","qt_no_procedimento","no_procedimento","tp_complexidade","tp_sexo","qt_maxima_execucao","qt_dias_permanencia","qt_pontos","vl_idade_minima","vl_idade_maxima","vl_sh","vl_sa","vl_sp","co_financiamento","co_rubrica","qt_tempo_permanencia","no_grupo","no_sub_grupo","no_forma_organizacao","sg_procedimento"
5041,702030210,7,2,3,200801,202301,175,1,COMPONENTE FEMORAL NAO CIMENTADO MODULAR PRIMARIO,"0",I,"1","9999","0","9999","9999","1695.2700000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COFENACI
5042,702030228,7,2,3,200801,202301,175,1,COMPONENTE FEMORAL PRIMARIO CIMENTADO / FIXACAO BIOLOGICA,"0",I,"1","9999","0","9999","9999","1671.6000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COFEPRCI
5043,702030236,7,2,3,200801,202301,175,1,COMPONENTE GLENOIDAL,"0",I,"1","9999","0","9999","9999","198.1700000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COGL
5044,702030244,7,2,3,200801,202301,175,1,COMPONENTE PATELAR CIMENTADO / FIXACAO BIOLOGICA,"0",I,"1","9999","0","9999","9999","148.5700000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COPACIFI
5045,702030252,7,2,3,200801,202301,175,1,COMPONENTE TIBIAL DE REVISAO DE POLIETILENO,"0",I,"1","9999","0","9999","9999","528.5000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COTIDERE
5046,702030260,7,2,3,200801,202301,175,1,COMPONENTE TIBIAL DE REVISAO METALICO CIMENTADO / FIXACAO BIOLOGICA EM CUNHA,"0",I,"1","9999","0","9999","9999","1316.6800000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COTIDERE
5047,702030279,7,2,3,200801,202301,175,1,COMPONENTE TIBIAL PRIMARIO DE POLIETILENO,"0",I,"1","9999","0","9999","9999","352.9600000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COTIPRDE
5048,702030287,7,2,3,200801,202301,175,1,COMPONENTE TIBIAL PRIMARIO METALICO CIMENTADO / FIXACAO BIOLOGICA,"0",I,"1","9999","0","9999","9999","854.4800000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COTIPRME
5049,702030295,7,2,3,200801,202301,175,1,COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA,"0",I,"1","9999","0","9999","9999","793.2500000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COUMCIFI
5050,702030309,7,2,3,200801,202301,175,1,COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA DE REVISAO,"0",I,"1","9999","0","9999","9999","900.5900000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,COUMCIFI
5051,702030317,7,2,3,200801,202301,175,1,DISPOSITIVO ANTI-PROTRUSAO C/ ORIFICIOS P/ PARAFUSOS,"0",I,"1","9999","0","9999","9999","1812.7300000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,DIANCORP
5052,702030325,7,2,3,200801,202301,175,1,FIO OLIVADO P/ FIXADOR EXTERNO,"0",I,"6","9999","0","9999","9999","16.9400000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIOLPFIE
5053,702030333,7,2,3,200801,202301,175,1,FIO TIPO STEINMAN ROSQUEADO,"0",I,"3","9999","0","9999","9999","15.8200000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FITISTRO
5054,702030341,7,2,3,200801,202301,175,1,FITA PARA RECONSTRUCAO LIGAMENTAR,"0",I,"1","9999","0","9999","9999","280.0000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIPARELI
5055,702030350,7,2,3,200801,202301,175,1,FIXADOR EXTERNO C/ SISTEMA DE ALONGAMENTO MONOFOCAL,"0",I,"1","9999","0","9999","9999","1054.9100000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIEXCSID
5056,702030368,7,2,3,200801,202301,175,1,FIXADOR EXTERNO C/ SISTEMA DE CORRECAO ANGULAR E/OU ROTACIONAL,"0",I,"1","9999","0","9999","9999","1351.0400000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIEXCSID
5057,702030376,7,2,3,200801,202301,175,1,FIXADOR EXTERNO C/ SISTEMA DE PEQUENOS FRAGMENTOS C/ SISTEMA DE CORRECAO ANGULAR,"0",I,"1","9999","0","9999","9999","1351.0400000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIEXCSID
5058,702030384,7,2,3,200801,202301,175,1,FIXADOR EXTERNO CIRCULAR / SEMI-CIRCULAR,"0",I,"1","9999","0","9999","9999","1163.9000000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIEXCISE
5059,702030392,7,2,3,200801,202301,175,1,FIXADOR EXTERNO HIBRIDO,"0",I,"1","9999","0","9999","9999","913.1600000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIEXHI
5060,702030406,7,2,3,200801,202301,175,1,FIXADOR EXTERNO LINEAR,"0",I,"2","9999","0","9999","9999","648.1100000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIEXLI
5061,702030414,7,2,3,200801,202301,175,1,FIXADOR EXTERNO P/ PUNHO,"0",I,"1","9999","0","9999","9999","561.6600000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIEXPPU
5062,702030422,7,2,3,200801,202301,175,1,FIXADOR EXTERNO TIPO PLATAFORMA - SISTEMA DE ALONGAMENTO / TRANSPLANTE OSSEO,"0",I,"1","9999","0","9999","9999","1054.9100000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIEXTIPL
5063,702030430,7,2,3,200801,202301,175,1,FIXADOR PELVICO,"0",I,"1","9999","0","9999","9999","950.7400000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,FIPE
5064,702030449,7,2,3,200801,202301,175,1,GRAMPO,"0",I,"6","9999","0","9999","9999","24.6100000000000000","0.00000000000000000000","0.00000000000000000000","6",      ,"9999","Órteses, próteses e materiais especiais","Órteses, próteses e materiais especiais relacionados ao ato cirúrgico                               ",OPM em ortopedia                                                                                    ,GR
