"co_seq","co_cid","no_cid","co_capitulo","no_capitulo","ds_titulo_capitulo","co_categoria","no_categoria","ds_agrupamento","co_seq_diretriz"
2913,G248,Outras distonias ,6,Capitulo VI,Doencas do sistema nervoso,G24,Distonia,Doencas extrapiramidais e transtornos dos movimentos (G20-G26),33
4856,K900,Doenca celiaca ,11,Capitulo XI,Doencas do aparelho digestivo,K90,Ma-absorcao intestinal,Outras doencas do aparelho digestivo (K90-K93),34
1807,D572,Transtornos falciformes heterozigoticos duplos ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D57,Transtornos falciformes,Anemias hemoliticas (D55-D59),36
741,B574,Doenca de Chagas (cronica) com comprometimento do sistema nervoso ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B57,Doenca de Chagas,Doencas por protozoarios (B50-B64),40
4650,K508,Outra forma de doenca de Crohn ,11,Capitulo XI,Doencas do aparelho digestivo,K50,Doenca de Crohn [enterite regional],Enterites e colites nao-infecciosas (K50-K52),41
2277,E752,Outras esfingolipidoses ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E75,Disturbios do metabolismo de esfingolipides e outros disturbios de deposito de lipides,Disturbios metabolicos (E70-E90),42
2267,E740,Doenca de deposito de glicogenio ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E74,Outros disturbios do metabolismo de carboidratos,Disturbios metabolicos (E70-E90),45
2319,E830,Disturbios do metabolismo do cobre ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E83,Disturbios do metabolismo de minerais,Disturbios metabolicos (E70-E90),46
6254,N805,Endometriose do intestino ,14,Capitulo XIV,Doencas do aparelho geniturinario,N80,Endometriose,Transtornos nao-inflamatorios do trato genital feminino (N80-N98),48
6256,N808,Outra endometriose ,14,Capitulo XIV,Doencas do aparelho geniturinario,N80,Endometriose,Transtornos nao-inflamatorios do trato genital feminino (N80-N98),48
6252,N803,Endometriose do peritonio pelvico ,14,Capitulo XIV,Doencas do aparelho geniturinario,N80,Endometriose,Transtornos nao-inflamatorios do trato genital feminino (N80-N98),48
6251,N802,Endometriose da trompa de Falopio ,14,Capitulo XIV,Doencas do aparelho geniturinario,N80,Endometriose,Transtornos nao-inflamatorios do trato genital feminino (N80-N98),48
3142,G801,Diplegia espastica ,6,Capitulo VI,Doencas do sistema nervoso,G80,Paralisia cerebral infantil,Paralisia cerebral e outras sindromes paraliticas (G80-G83),54
1454,D030,Melanoma in situ do labio ,2,Capitulo II,Neoplasias [tumores],D03,Melanoma in situ,Neoplasias[tumores] in situ (D00-D09),96
1459,D035,Melanoma in situ do tronco ,2,Capitulo II,Neoplasias [tumores],D03,Melanoma in situ,Neoplasias[tumores] in situ (D00-D09),96
1458,D034,Melanoma in situ do couro cabeludo e do pescoco ,2,Capitulo II,Neoplasias [tumores],D03,Melanoma in situ,Neoplasias[tumores] in situ (D00-D09),96
1122,C436,"Melanoma maligno do membro superior, incluindo ombro ",2,Capitulo II,Neoplasias [tumores],C43,Melanoma maligno da pele,Melanoma e outras neoplasias [tumores] malignas(os) da pele (C43-C44),96
1460,D036,"Melanoma in situ dos membros superiores, incluindo ombro ",2,Capitulo II,Neoplasias [tumores],D03,Melanoma in situ,Neoplasias[tumores] in situ (D00-D09),96
1455,D031,"Melanoma in situ da palpebra, incluindo o canto ",2,Capitulo II,Neoplasias [tumores],D03,Melanoma in situ,Neoplasias[tumores] in situ (D00-D09),96
2283,E760,Mucopolissacaridose do tipo I ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E76,Disturbios do metabolismo do glicosaminoglicano,Disturbios metabolicos (E70-E90),100
7827,Q780,Osteogenese imperfeita ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q78,Outras osteocondrodisplasias,Malformacoes e deformidades congenitas do sistema osteomuscular (Q65-Q79),104
3981,I691,Sequelas de hemorragia intracerebral ,9,Capitulo IX,Doencas do aparelho circulatorio,I69,Sequelas de doencas cerebrovasculares,Doencas cerebrovasculares (I60-I69),54
5569,M478,Outras espondiloses ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M47,Espondilose,Espondilopatias (M45-M49),56
2529,F206,Esquizofrenia simples ,5,Capitulo V,Transtornos mentais e comportamentais,F20,Esquizofrenia,"Esquizofrenia, transtonos esquizotipicos e transtornos delirantes (F20-F29)",57
2330,E848,Fibrose cistica com outras manifestacoes ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E84,Fibrose cistica,Disturbios metabolicos (E70-E90),59
7852,Q808,Outras ictioses congenitas ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q80,Ictiose congenita,Outras malformacoes congenitas (Q80-Q89),75
7850,Q803,Eritrodermia ictiosiforme bulhosa congenita ,17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q80,Ictiose congenita,Outras malformacoes congenitas (Q80-Q89),75
1912,D808,Outras imunodeficiencias com predominancia de defeitos de anticorpos ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D80,Imunodeficiencia com predominancia de defeitos de anticorpos,Alguns transtornos que comprometem o mecanismo imunitario (D80-D89),76
1936,D832,Imunodeficiencia comum variavel com auto-anticorpos as celulas B ou T ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D83,Imunodeficiencia comum variavel,Alguns transtornos que comprometem o mecanismo imunitario (D80-D89),76
1934,D830,Imunodeficiencia comum variavel com predominancia de anormalidades do numero e da funcao das celulas B ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D83,Imunodeficiencia comum variavel,Alguns transtornos que comprometem o mecanismo imunitario (D80-D89),76
3747,I236,"Trombose de atrio, auricula e ventriculo como complicacao atual subsequente ao infarto agudo do miocardio ",9,Capitulo IX,Doencas do aparelho circulatorio,I23,Algumas complicacoes atuais subsequentes ao infarto agudo do miocardio,Doencas isquemicas do coracao (I20-I25),81
3733,I214,Infarto agudo subendocardico do miocardio ,9,Capitulo IX,Doencas do aparelho circulatorio,I21,Infarto agudo do miocardio,Doencas isquemicas do coracao (I20-I25),81
2114,E272,Crise addisoniana ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E27,Outros transtornos da glandula supra-renal,Transtornos de outras glandulas endocrinas (E20-E35),82
2116,E274,Outras insuficiencias adrenocorticais e as nao especificadas ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E27,Outros transtornos da glandula supra-renal,Transtornos de outras glandulas endocrinas (E20-E35),82
2113,E271,Insuficiencia adrenocortical primaria ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E27,Outros transtornos da glandula supra-renal,Transtornos de outras glandulas endocrinas (E20-E35),82
2115,E273,Insuficiencia adrenocortical induzida por drogas ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E27,Outros transtornos da glandula supra-renal,Transtornos de outras glandulas endocrinas (E20-E35),82
3896,I509,Insuficiencia cardiaca nao especificada ,9,Capitulo IX,Doencas do aparelho circulatorio,I50,Insuficiencia cardiaca,Outras formas de doenca do coracao (I30-I52),83
12393,X68,"Auto-intoxicacao por e exposicao, intencional, a pesticidas",20,Capitulo XX,Causas externas de morbidade e de mortalidade,X68,"Auto-intoxicacao por e exposicao, intencional, a pesticidas",Lesoes autoprovocadas intencionalmente (X60-X84),86
12602,X87,Agressao por pesticidas,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X87,Agressao por pesticidas,Agressoes (X85-Y09),86
2284,E761,Mucopolissacaridose do tipo II ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E76,Disturbios do metabolismo do glicosaminoglicano,Disturbios metabolicos (E70-E90),101
5765,M815,Osteoporose idiopatica ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M81,Osteoporose sem fratura patologica,Transtornos da densidade e da estrutura ossea (M80-M85),105
5755,M804,Osteoporose induzida por drogas com fratura patologica ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M80,Osteoporose com fratura patologica,Transtornos da densidade e da estrutura ossea (M80-M85),105
5772,M828,Osteoporose em outras doencas classificadas em outra parte ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M82,Osteoporose em doencas classificadas em outra parte,Transtornos da densidade e da estrutura ossea (M80-M85),105
5766,M816,Osteoporose localizada [Lequesne] ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M81,Osteoporose sem fratura patologica,Transtornos da densidade e da estrutura ossea (M80-M85),105
1865,D693,Purpura trombocitopenica idiopatica ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D69,Purpura e outras afeccoes hemorragicas,"Defeitos da coagulacao, purpura e outras afeccoes hemorragicas (D65-D69)",109
4656,K513,Retossigmoidite ulcerativa (cronica) ,11,Capitulo XI,Doencas do aparelho digestivo,K51,Colite ulcerativa,Enterites e colites nao-infecciosas (K50-K52),110
1875,D721,Eosinofilia ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D72,Outros transtornos dos globulos brancos,Outras doencas do sangue e dos orgaos hematopoeticos (D70-D77),113
5954,N047,Sindrome nefrotica - glomerulonefrite difusa em crescente ,14,Capitulo XIV,Doencas do aparelho geniturinario,N04,Sindrome nefrotica,Doencas glomerulares (N00-N08),115
7962,Q963,"Mosaicismo cromossomico, 45, X/46, XX ou XY ",17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q96,Sindrome de Turner,Anomalias cromossomicas nao classificadas em outra parte (Q90-Q99),118
3954,I659,Oclusao e estenose de arterias pre-cerebrais nao especificadas ,9,Capitulo IX,Doencas do aparelho circulatorio,I65,Oclusao e estenose de arterias pre-cerebrais que nao resultam em infarto cerebral,Doencas cerebrovasculares (I60-I69),1
1027,C189,"Colon, nao especificado ",2,Capitulo II,Neoplasias [tumores],C18,Neoplasia maligna do colon,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1028,C19,Neoplasia maligna da juncao retossigmoide ,2,Capitulo II,Neoplasias [tumores],C19,Neoplasia maligna da juncao retossigmoide ,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1005,C164,Piloro ,2,Capitulo II,Neoplasias [tumores],C16,Neoplasia maligna do estomago,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1007,C166,"Grande curvatura do estomago, nao especificada ",2,Capitulo II,Neoplasias [tumores],C16,Neoplasia maligna do estomago,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
1019,C181,Apendice (vermiforme) ,2,Capitulo II,Neoplasias [tumores],C18,Neoplasia maligna do colon,Neoplasias [tumores] malignas(os) dos orgaos digestivos (C15-C26),19
3419,H404,Glaucoma secundario a inflamacao ocular ,7,Capitulo VII,Doencas do olho e anexos,H40,Glaucoma,Glaucoma (H40-H42),60
7961,Q962,"Cariotipo 46, X com cromossomo sexual anormal, salvo iso (Xq) ",17,Capitulo XVII,"Malformacoes congenitas, deformidades e anomalias cromossomicas",Q96,Sindrome de Turner,Anomalias cromossomicas nao classificadas em outra parte (Q90-Q99),118
9617,T652,Tabaco e da nicotina ,19,Capitulo XIX,"Lesoes, envenenamento e algumas outras consequencias de causas externas",T65,Efeito toxico de outras substancias e as nao especificadas,Efeitos toxicos de substancias de origem predominantemente nao-medicinal (T51-T65),119
3958,I662,Oclusao e estenose da arteria cerebral posterior ,9,Capitulo IX,Doencas do aparelho circulatorio,I66,Oclusao e estenose de arterias cerebrais que nao resultam em infarto cerebral,Doencas cerebrovasculares (I60-I69),1
3959,I663,Oclusao e estenose de arterias cerebelares ,9,Capitulo IX,Doencas do aparelho circulatorio,I66,Oclusao e estenose de arterias cerebrais que nao resultam em infarto cerebral,Doencas cerebrovasculares (I60-I69),1
3962,I669,Oclusao e estenose de arteria cerebral nao especificada ,9,Capitulo IX,Doencas do aparelho circulatorio,I66,Oclusao e estenose de arterias cerebrais que nao resultam em infarto cerebral,Doencas cerebrovasculares (I60-I69),1
1941,D841,Defeitos no sistema complemento ,3,Capitulo III,Doencas do sangue e dos orgaos hematopoeticos e alguns transtornos imunitarios,D84,Outras imunodeficiencias,Alguns transtornos que comprometem o mecanismo imunitario (D80-D89),7
5331,M083,Poliartrite juvenil (soro-negativa) ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M08,Artrite juvenil,Poliartropatias inflamatorias (M05-M14),9
5334,M089,Artrite juvenil nao especificada ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M08,Artrite juvenil,Poliartropatias inflamatorias (M05-M14),9
5332,M084,Artrite juvenil pauciarticular ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M08,Artrite juvenil,Poliartropatias inflamatorias (M05-M14),9
5302,M032,Outras artropatias pos-infecciosas em doencas classificadas em outra parte ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M03,Artropatias pos-infecciosas e reacionais em doencas infecciosas classificadas em outra parte,Artropatias infecciosas (M00-M03),11
5312,M060,Artrite reumatoide soro-negativa ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M06,Outras artrites reumatoides,Poliartropatias inflamatorias (M05-M14),12
5309,M058,Outras artrites reumatoides soro-positivas ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M05,Artrite reumatoide soro-positiva,Poliartropatias inflamatorias (M05-M14),12
621,B371,Candidiase pulmonar ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B37,Candidiase,Micoses (B35-B49),
798,B711,Infestacao por Dipylidium ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B71,Outras infestacoes por cestoides,Helmintiases (B65-B83),
145,A241,Melioidose aguda e fulminante ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,A24,Mormo e melioidose,Algumas doencas bacterians zoonoticas (A20-A28),
271,A51,Sifilis precoce,1,Capitulo I,Algumas doencas infecciosas e parasitarias,A51,Sifilis precoce,Infeccoes de transmissao predominantemente sexual (A50-A64),
12166,X453,Envenenamento [intoxicacao] acidental por e exposicao ao alcool - area para a pratica de esportes e atletismo ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X45,Envenenamento [intoxicacao] acidental por e exposicao ao alcool,Envenenamento [intoxicacao] acidental por e exposicao a substancias nocivas (X40-X49),
4242,J36,Abscesso periamigdaliano ,10,Capitulo X,Doencas do aparelho respiratorio,J36,Abscesso periamigdaliano ,Outras doencas das vias aereas superiores (J30-J39),
5579,M489,Espondilopatia nao especificada ,13,Capitulo XIII,Doencas do sistema osteomuscular e do tecido conjuntivo,M48,Outras espondilopatias,Espondilopatias (M45-M49),
626,B376,Endocardite por Candida (I39.8*) ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B37,Candidiase,Micoses (B35-B49),
1999,E069,Tireoidite nao especificada ,4,Capitulo IV,"Doencas endocrinas, nutricionais e metabolicas",E06,Tireoidite,Transtornos da glandula tireoide (E00-E07),
674,B441,Outras aspergiloses pulmonares ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B44,Aspergilose,Micoses (B35-B49),
788,B69,Cisticercose,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B69,Cisticercose,Helmintiases (B65-B83),
10845,W122,"Queda em ou de um andaime - escolas, outras instituicoes e areas de administracao publica ",20,Capitulo XX,Causas externas de morbidade e de mortalidade,W12,Queda em ou de um andaime,Quedas (W00-W19),
789,B690,Cisticercose do sistema nervoso central ,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B69,Cisticercose,Helmintiases (B65-B83),
1715,D417,Outros orgaos urinarios ,2,Capitulo II,Neoplasias [tumores],D41,Neoplasia de comportamento incerto ou desconhecido dos orgaos urinarios,Neoplasias [tumores] de comportamento incerto ou desconhecido (D37-D48),
12301,X596,Exposicao a fatores nao especificados - areas industriais e em construcao ,20,Capitulo XX,Causas externas de morbidade e de mortalidade,X59,Exposicao a fatores nao especificados,Exposicao acidental a outros fatores e aos nao expecificados (X58-X59),
3606,H80,Otosclerose,8,Capitulo VIII,Doencas do ouvido e da apofise mastoide,H80,Otosclerose,Doencas do ouvido interno (H80-H83),
612,B36,Outras micoses superficiais,1,Capitulo I,Algumas doencas infecciosas e parasitarias,B36,Outras micoses superficiais,Micoses (B35-B49),
